p_index_int,"acc_tag","acc_txt","replaceText","print_index","Print_index_a0000"
1300,"_366_","366","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_366_','a01300') WHERE 1; ","1300","a01300"
1301,"_376_","376","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_376_','a01301') WHERE 1; ","1301","a01301"
1302,"_360_","360","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_360_','a01302') WHERE 1; ","1302","a01302"
1303,"_365_","365","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_365_','a01303') WHERE 1; ","1303","a01303"
1304,"_368_","368","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_368_','a01304') WHERE 1; ","1304","a01304"
1305,"_371_","371","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_371_','a01305') WHERE 1; ","1305","a01305"
1306,"_355_","355","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_355_','a01306') WHERE 1; ","1306","a01306"
1307,"_347_","347","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_347_','a01307') WHERE 1; ","1307","a01307"
1308,"_4056_","4056","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4056_','a01308') WHERE 1; ","1308","a01308"
1309,"_4057_","4057","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4057_','a01309') WHERE 1; ","1309","a01309"
1310,"_4058_","4058","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4058_','a01310') WHERE 1; ","1310","a01310"
1311,"_4059_","4059","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4059_','a01311') WHERE 1; ","1311","a01311"
1312,"_4070_","4070","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4070_','a01312') WHERE 1; ","1312","a01312"
1313,"_4071_","4071","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4071_','a01313') WHERE 1; ","1313","a01313"
1314,"_4072_","4072","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4072_','a01314') WHERE 1; ","1314","a01314"
1315,"_4073_","4073","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4073_','a01315') WHERE 1; ","1315","a01315"
1316,"_4074_","4074","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4074_','a01316') WHERE 1; ","1316","a01316"
1317,"_4075_","4075","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4075_','a01317') WHERE 1; ","1317","a01317"
1318,"_4076_","4076","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4076_','a01318') WHERE 1; ","1318","a01318"
1319,"_4077_","4077","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4077_','a01319') WHERE 1; ","1319","a01319"
1320,"_4078_","4078","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4078_','a01320') WHERE 1; ","1320","a01320"
1321,"_4079_","4079","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4079_','a01321') WHERE 1; ","1321","a01321"
1322,"_4080_","4080","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4080_','a01322') WHERE 1; ","1322","a01322"
1323,"_4081_","4081","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4081_','a01323') WHERE 1; ","1323","a01323"
1324,"_4082_","4082","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4082_','a01324') WHERE 1; ","1324","a01324"
1325,"_4083_","4083","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4083_','a01325') WHERE 1; ","1325","a01325"
1326,"_4084_","4084","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4084_','a01326') WHERE 1; ","1326","a01326"
1327,"_4085_","4085","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4085_','a01327') WHERE 1; ","1327","a01327"
1328,"_4086_","4086","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4086_','a01328') WHERE 1; ","1328","a01328"
1329,"_4087_","4087","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4087_','a01329') WHERE 1; ","1329","a01329"
1330,"_4088_","4088","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4088_','a01330') WHERE 1; ","1330","a01330"
1331,"_4089_","4089","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4089_','a01331') WHERE 1; ","1331","a01331"
1332,"_4090_","4090","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4090_','a01332') WHERE 1; ","1332","a01332"
1333,"_4091_","4091","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4091_','a01333') WHERE 1; ","1333","a01333"
1334,"_4092_","4092","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4092_','a01334') WHERE 1; ","1334","a01334"
1335,"_4093_","4093","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4093_','a01335') WHERE 1; ","1335","a01335"
1336,"_4094_","4094","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4094_','a01336') WHERE 1; ","1336","a01336"
1337,"_4095_","4095","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4095_','a01337') WHERE 1; ","1337","a01337"
1338,"_4096_","4096","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4096_','a01338') WHERE 1; ","1338","a01338"
1339,"_4097_","4097","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4097_','a01339') WHERE 1; ","1339","a01339"
1340,"_4098_","4098","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4098_','a01340') WHERE 1; ","1340","a01340"
1341,"_4099_","4099","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4099_','a01341') WHERE 1; ","1341","a01341"
1342,"_4100_","4100","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4100_','a01342') WHERE 1; ","1342","a01342"
1343,"_959_","959","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_959_','a01343') WHERE 1; ","1343","a01343"
1344,"_960_","960","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_960_','a01344') WHERE 1; ","1344","a01344"
1345,"_962_","962","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_962_','a01345') WHERE 1; ","1345","a01345"
1346,"_961_","961","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_961_','a01346') WHERE 1; ","1346","a01346"
1347,"_934kk_","934kk","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_934kk_','a01347') WHERE 1; ","1347","a01347"
1348,"_934mm_","934mm","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_934mm_','a01348') WHERE 1; ","1348","a01348"
1349,"_934pp_","934pp","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_934pp_','a01349') WHERE 1; ","1349","a01349"
1350,"_934o_","934o","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_934o_','a01350') WHERE 1; ","1350","a01350"
1351,"_934c_","934c","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_934c_','a01351') WHERE 1; ","1351","a01351"
1352,"_934z_","934z","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_934z_','a01352') WHERE 1; ","1352","a01352"
1353,"_934oo_","934oo","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_934oo_','a01353') WHERE 1; ","1353","a01353"
1354,"_934jj_","934jj","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_934jj_','a01354') WHERE 1; ","1354","a01354"
1355,"_934uu_","934uu","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_934uu_','a01355') WHERE 1; ","1355","a01355"
1356,"_934w_","934w","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_934w_','a01356') WHERE 1; ","1356","a01356"
1357,"_934gg_","934gg","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_934gg_','a01357') WHERE 1; ","1357","a01357"
1358,"_934cc_","934cc","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_934cc_','a01358') WHERE 1; ","1358","a01358"
1359,"_934j_","934j","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_934j_','a01359') WHERE 1; ","1359","a01359"
1360,"_934r_","934r","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_934r_','a01360') WHERE 1; ","1360","a01360"
1361,"_934qq_","934qq","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_934qq_','a01361') WHERE 1; ","1361","a01361"
1362,"_934rr_","934rr","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_934rr_','a01362') WHERE 1; ","1362","a01362"
1363,"_934tt_","934tt","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_934tt_','a01363') WHERE 1; ","1363","a01363"
1364,"_934ff_","934ff","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_934ff_','a01364') WHERE 1; ","1364","a01364"
1365,"_934g_","934g","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_934g_','a01365') WHERE 1; ","1365","a01365"
1366,"_934_","934","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_934_','a01366') WHERE 1; ","1366","a01366"
1367,"_934q_","934q","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_934q_','a01367') WHERE 1; ","1367","a01367"
1368,"_934ii_","934ii","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_934ii_','a01368') WHERE 1; ","1368","a01368"
1369,"_934hh_","934hh","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_934hh_','a01369') WHERE 1; ","1369","a01369"
1370,"_934x_","934x","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_934x_','a01370') WHERE 1; ","1370","a01370"
1371,"_934e_","934e","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_934e_','a01371') WHERE 1; ","1371","a01371"
1372,"_934f_","934f","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_934f_','a01372') WHERE 1; ","1372","a01372"
1373,"_934bb_","934bb","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_934bb_','a01373') WHERE 1; ","1373","a01373"
1374,"_934l_","934l","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_934l_','a01374') WHERE 1; ","1374","a01374"
1375,"_934nn_","934nn","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_934nn_','a01375') WHERE 1; ","1375","a01375"
1376,"_934vv_","934vv","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_934vv_','a01376') WHERE 1; ","1376","a01376"
1377,"_934ee_","934ee","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_934ee_','a01377') WHERE 1; ","1377","a01377"
1378,"_934i_","934i","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_934i_','a01378') WHERE 1; ","1378","a01378"
1379,"_934t_","934t","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_934t_','a01379') WHERE 1; ","1379","a01379"
1380,"_934aa_","934aa","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_934aa_','a01380') WHERE 1; ","1380","a01380"
1381,"_934y_","934y","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_934y_','a01381') WHERE 1; ","1381","a01381"
1382,"_934ll_","934ll","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_934ll_','a01382') WHERE 1; ","1382","a01382"
1383,"_934n_","934n","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_934n_','a01383') WHERE 1; ","1383","a01383"
1384,"_934p_","934p","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_934p_','a01384') WHERE 1; ","1384","a01384"
1385,"_934v_","934v","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_934v_','a01385') WHERE 1; ","1385","a01385"
1386,"_934h_","934h","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_934h_','a01386') WHERE 1; ","1386","a01386"
1387,"_934b_","934b","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_934b_','a01387') WHERE 1; ","1387","a01387"
1388,"_934m_","934m","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_934m_','a01388') WHERE 1; ","1388","a01388"
1389,"_934dd_","934dd","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_934dd_','a01389') WHERE 1; ","1389","a01389"
1390,"_934k_","934k","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_934k_','a01390') WHERE 1; ","1390","a01390"
1391,"_934a_","934a","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_934a_','a01391') WHERE 1; ","1391","a01391"
1392,"_934ss_","934ss","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_934ss_','a01392') WHERE 1; ","1392","a01392"
1393,"_934d_","934d","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_934d_','a01393') WHERE 1; ","1393","a01393"
1394,"_934u_","934u","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_934u_','a01394') WHERE 1; ","1394","a01394"
1395,"_934s_","934s","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_934s_','a01395') WHERE 1; ","1395","a01395"
1396,"_935_","935","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_935_','a01396') WHERE 1; ","1396","a01396"
1397,"_969a_","969a","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_969a_','a01397') WHERE 1; ","1397","a01397"
1398,"_969_","969","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_969_','a01398') WHERE 1; ","1398","a01398"
1399,"_970_","970","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_970_','a01399') WHERE 1; ","1399","a01399"
1400,"_976_","976","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_976_','a01400') WHERE 1; ","1400","a01400"
1401,"_978_","978","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_978_','a01401') WHERE 1; ","1401","a01401"
1402,"_981_","981","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_981_','a01402') WHERE 1; ","1402","a01402"
1403,"_980_","980","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_980_','a01403') WHERE 1; ","1403","a01403"
1404,"_979_","979","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_979_','a01404') WHERE 1; ","1404","a01404"
1405,"_13_","13","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_13_','a01405') WHERE 1; ","1405","a01405"
1406,"_974_","974","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_974_','a01406') WHERE 1; ","1406","a01406"
1407,"_975_","975","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_975_','a01407') WHERE 1; ","1407","a01407"
1408,"_967_","967","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_967_','a01408') WHERE 1; ","1408","a01408"
1409,"_971_","971","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_971_','a01409') WHERE 1; ","1409","a01409"
1410,"_972_","972","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_972_','a01410') WHERE 1; ","1410","a01410"
1411,"_973_","973","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_973_','a01411') WHERE 1; ","1411","a01411"
1412,"_963_","963","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_963_','a01412') WHERE 1; ","1412","a01412"
1413,"_964_","964","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_964_','a01413') WHERE 1; ","1413","a01413"
1414,"_977_","977","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_977_','a01414') WHERE 1; ","1414","a01414"
1415,"_965_","965","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_965_','a01415') WHERE 1; ","1415","a01415"
1416,"_966_","966","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_966_','a01416') WHERE 1; ","1416","a01416"
1417,"_968_","968","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_968_','a01417') WHERE 1; ","1417","a01417"
1418,"_378_","378","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_378_','a01418') WHERE 1; ","1418","a01418"
1419,"_383_","383","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_383_','a01419') WHERE 1; ","1419","a01419"
1420,"_385_","385","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_385_','a01420') WHERE 1; ","1420","a01420"
1421,"_396_","396","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_396_','a01421') WHERE 1; ","1421","a01421"
1422,"_384_","384","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_384_','a01422') WHERE 1; ","1422","a01422"
1423,"_303_","303","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_303_','a01423') WHERE 1; ","1423","a01423"
1424,"_390_","390","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_390_','a01424') WHERE 1; ","1424","a01424"
1425,"_393_","393","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_393_','a01425') WHERE 1; ","1425","a01425"
1426,"_392_","392","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_392_','a01426') WHERE 1; ","1426","a01426"
1427,"_394_","394","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_394_','a01427') WHERE 1; ","1427","a01427"
1428,"_398_","398","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_398_','a01428') WHERE 1; ","1428","a01428"
1429,"_399_","399","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_399_','a01429') WHERE 1; ","1429","a01429"
1430,"_388_","388","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_388_','a01430') WHERE 1; ","1430","a01430"
1431,"_377_","377","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_377_','a01431') WHERE 1; ","1431","a01431"
1432,"_382_","382","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_382_','a01432') WHERE 1; ","1432","a01432"
1433,"_380_","380","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_380_','a01433') WHERE 1; ","1433","a01433"
1434,"_386_","386","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_386_','a01434') WHERE 1; ","1434","a01434"
1435,"_400_","400","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_400_','a01435') WHERE 1; ","1435","a01435"
1436,"_401_","401","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_401_','a01436') WHERE 1; ","1436","a01436"
1437,"_391_","391","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_391_','a01437') WHERE 1; ","1437","a01437"
1438,"_395_","395","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_395_','a01438') WHERE 1; ","1438","a01438"
1439,"_397_","397","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_397_','a01439') WHERE 1; ","1439","a01439"
1440,"_387_","387","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_387_','a01440') WHERE 1; ","1440","a01440"
1441,"_379_","379","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_379_','a01441') WHERE 1; ","1441","a01441"
1442,"_381_","381","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_381_','a01442') WHERE 1; ","1442","a01442"
1443,"_389_","389","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_389_','a01443') WHERE 1; ","1443","a01443"
1444,"_464_","464","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_464_','a01444') WHERE 1; ","1444","a01444"
1445,"_459_","459","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_459_','a01445') WHERE 1; ","1445","a01445"
1446,"_463_","463","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_463_','a01446') WHERE 1; ","1446","a01446"
1447,"_461_","461","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_461_','a01447') WHERE 1; ","1447","a01447"
1448,"_462_","462","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_462_','a01448') WHERE 1; ","1448","a01448"
1449,"_465_","465","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_465_','a01449') WHERE 1; ","1449","a01449"
1450,"_460_","460","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_460_','a01450') WHERE 1; ","1450","a01450"
1451,"_904a_","904a","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_904a_','a01451') WHERE 1; ","1451","a01451"
1452,"_904_","904","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_904_','a01452') WHERE 1; ","1452","a01452"
1453,"_402_","402","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_402_','a01453') WHERE 1; ","1453","a01453"
1454,"_1012_","1012","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1012_','a01454') WHERE 1; ","1454","a01454"
1455,"_904b_","904b","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_904b_','a01455') WHERE 1; ","1455","a01455"
1456,"_905a_","905a","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_905a_','a01456') WHERE 1; ","1456","a01456"
1457,"_905_","905","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_905_','a01457') WHERE 1; ","1457","a01457"
1458,"_936_","936","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_936_','a01458') WHERE 1; ","1458","a01458"
1459,"_938_","938","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_938_','a01459') WHERE 1; ","1459","a01459"
1460,"_937_","937","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_937_','a01460') WHERE 1; ","1460","a01460"
1461,"_937a_","937a","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_937a_','a01461') WHERE 1; ","1461","a01461"
1462,"_222_","222","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_222_','a01462') WHERE 1; ","1462","a01462"
1463,"_232_","232","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_232_','a01463') WHERE 1; ","1463","a01463"
1464,"_233_","233","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_233_','a01464') WHERE 1; ","1464","a01464"
1465,"_229_","229","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_229_','a01465') WHERE 1; ","1465","a01465"
1466,"_209_","209","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_209_','a01466') WHERE 1; ","1466","a01466"
1467,"_224_","224","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_224_','a01467') WHERE 1; ","1467","a01467"
1468,"_231_","231","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_231_','a01468') WHERE 1; ","1468","a01468"
1469,"_218_","218","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_218_','a01469') WHERE 1; ","1469","a01469"
1470,"_208_","208","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_208_','a01470') WHERE 1; ","1470","a01470"
1471,"_213_","213","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_213_','a01471') WHERE 1; ","1471","a01471"
1472,"_210_","210","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_210_','a01472') WHERE 1; ","1472","a01472"
1473,"_204_","204","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_204_','a01473') WHERE 1; ","1473","a01473"
1474,"_205_","205","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_205_','a01474') WHERE 1; ","1474","a01474"
1475,"_202_","202","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_202_','a01475') WHERE 1; ","1475","a01475"
1476,"_207_","207","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_207_','a01476') WHERE 1; ","1476","a01476"
1477,"_215_","215","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_215_','a01477') WHERE 1; ","1477","a01477"
1478,"_216_","216","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_216_','a01478') WHERE 1; ","1478","a01478"
1479,"_226_","226","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_226_','a01479') WHERE 1; ","1479","a01479"
1480,"_219_","219","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_219_','a01480') WHERE 1; ","1480","a01480"
1481,"_217_","217","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_217_','a01481') WHERE 1; ","1481","a01481"
1482,"_230_","230","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_230_','a01482') WHERE 1; ","1482","a01482"
1483,"_225_","225","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_225_','a01483') WHERE 1; ","1483","a01483"
1484,"_212_","212","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_212_','a01484') WHERE 1; ","1484","a01484"
1485,"_214_","214","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_214_','a01485') WHERE 1; ","1485","a01485"
1486,"_228_","228","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_228_','a01486') WHERE 1; ","1486","a01486"
1487,"_223_","223","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_223_','a01487') WHERE 1; ","1487","a01487"
1488,"_203_","203","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_203_','a01488') WHERE 1; ","1488","a01488"
1489,"_206_","206","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_206_','a01489') WHERE 1; ","1489","a01489"
1490,"_220_","220","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_220_','a01490') WHERE 1; ","1490","a01490"
1491,"_211_","211","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_211_','a01491') WHERE 1; ","1491","a01491"
1492,"_221_","221","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_221_','a01492') WHERE 1; ","1492","a01492"
1493,"_227_","227","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_227_','a01493') WHERE 1; ","1493","a01493"
1494,"_906_","906","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_906_','a01494') WHERE 1; ","1494","a01494"
1495,"_939_","939","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_939_','a01495') WHERE 1; ","1495","a01495"
1496,"_35_","35","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_35_','a01496') WHERE 1; ","1496","a01496"
